,id,title,type,age_certification,runtime,release_year,seasons,imdb_score,imdb_votes
12733,tm181889,Before Midnight,MOVIE,R,109,2013,0.0,7.9,153949.0
12840,tm170004,Austenland,MOVIE,PG-13,97,2013,0.0,6.2,20727.0
12888,tm155068,Transcendence,MOVIE,PG-13,119,2014,0.0,6.2,226018.0
12924,tm149150,Still Alice,MOVIE,PG-13,99,2014,0.0,7.5,133222.0
12939,tm145683,Spring,MOVIE,,109,2014,0.0,6.7,27638.0
12975,tm180320,Drinking Buddies,MOVIE,R,95,2013,0.0,6.1,58224.0
13062,tm154072,The Judge,MOVIE,R,141,2014,0.0,7.4,188437.0
13140,tm178257,Phantom,MOVIE,R,99,2013,0.0,5.9,14275.0
13177,tm187396,A Field in England,MOVIE,,90,2013,0.0,6.2,12580.0
13212,ts20804,Witches of East End,SHOW,TV-MA,42,2013,2.0,7.6,25793.0
13220,tm186938,Somm,MOVIE,,93,2013,0.0,7.0,4712.0
13237,tm185938,How I Live Now,MOVIE,R,101,2013,0.0,6.4,30034.0
13278,tm156070,The Two Faces of January,MOVIE,PG-13,96,2014,0.0,6.2,31386.0
13308,tm155146,The Congress,MOVIE,,122,2013,0.0,6.4,18588.0
13355,tm181420,Beautiful Creatures,MOVIE,PG-13,124,2013,0.0,6.1,87271.0
13403,tm143376,Suburban Gothic,MOVIE,R,90,2014,0.0,5.6,4684.0
13431,tm146683,Earth to Echo,MOVIE,PG,89,2014,0.0,5.7,18988.0
13460,tm137737,The Angriest Man in Brooklyn,MOVIE,R,84,2014,0.0,5.7,22274.0
13489,tm143572,White Bird in a Blizzard,MOVIE,R,91,2014,0.0,6.4,28260.0
13533,ts18865,Danganronpa: The Animation,SHOW,TV-14,24,2013,2.0,6.8,2432.0
13539,ts20686,Terror in Resonance,SHOW,TV-14,21,2014,1.0,7.9,10188.0
13609,tm147533,The Rewrite,MOVIE,PG-13,107,2014,0.0,6.3,20156.0
13658,tm136719,Serena,MOVIE,R,102,2014,0.0,5.4,28642.0
13687,tm175844,Cheap Thrills,MOVIE,,88,2013,0.0,6.7,18979.0
13707,tm144215,"20,000 Days on Earth",MOVIE,,97,2014,0.0,7.4,11395.0
13720,ts35492,Nisekoi,SHOW,TV-14,24,2014,2.0,7.4,3307.0
13750,tm158087,A Long Way Down,MOVIE,R,96,2014,0.0,6.3,33172.0
13783,tm179385,Mood Indigo,MOVIE,,131,2013,0.0,6.5,15877.0
13835,tm150016,The World of Kanako,MOVIE,,118,2014,0.0,6.5,5114.0
13883,tm186841,Instructions Not Included,MOVIE,PG-13,122,2013,0.0,7.5,30679.0
13903,tm188043,Borgman,MOVIE,,113,2013,0.0,6.7,17639.0
13923,tm65235,It's a Disaster,MOVIE,R,86,2013,0.0,6.4,11098.0
13938,tm140972,R100,MOVIE,,100,2013,0.0,6.0,2543.0
13992,tm156383,The Keeping Room,MOVIE,R,95,2014,0.0,6.0,7016.0
13998,ts7770,The Driver,SHOW,TV-14,54,2014,1.0,6.9,1880.0
14061,tm155620,Dolphin Tale 2,MOVIE,PG,107,2014,0.0,6.3,9112.0
14094,tm317479,Sword Art Online: Extra Edition,MOVIE,,101,2014,0.0,6.3,1787.0
14131,tm176834,Grudge Match,MOVIE,PG-13,113,2013,0.0,6.4,60037.0
14148,tm144292,Sex Ed,MOVIE,,90,2014,0.0,5.6,5337.0
14248,tm155607,The Connection,MOVIE,R,135,2014,0.0,7.1,10678.0
14273,tm133396,10.0 Earthquake,MOVIE,,88,2014,0.0,3.4,2234.0
14277,ts44098,Yu-Gi-Oh! Arc-V,SHOW,TV-Y7,22,2014,3.0,7.0,6.0
14288,tm170696,Almost Human,MOVIE,,80,2013,0.0,4.7,3255.0
14317,tm138145,The Woman in Black 2: Angel of Death,MOVIE,PG-13,98,2014,0.0,4.8,28090.0
14361,ts89424,ソードアート・オンラインⅡ,SHOW,TV-14,22,2014,1.0,7.5,42713.0
14385,tm151254,Just Eat It: A Food Waste Story,MOVIE,,75,2014,0.0,7.3,816.0
14396,tm157823,The Maid's Room,MOVIE,,98,2014,0.0,4.5,1330.0
14418,ts20733,The Impostor,SHOW,,50,2014,1.0,7.7,72.0
14436,tm186006,Treading Water,MOVIE,,92,2013,0.0,6.0,686.0
14521,tm132685,The 10 Year Plan,MOVIE,PG-13,90,2014,0.0,6.1,4213.0
14537,tm152954,Zapped,MOVIE,,92,2014,0.0,5.1,5164.0
14549,tm167852,Hammer of the Gods,MOVIE,R,99,2013,0.0,4.5,8077.0
14571,tm172179,I Declare War,MOVIE,,91,2013,0.0,6.0,2761.0
14598,tm149879,Get Married If You Can,MOVIE,,107,2014,0.0,5.7,1837.0
14608,tm152613,The Hornet's Nest,MOVIE,R,93,2014,0.0,6.7,2557.0
14642,tm186492,Dealin' with Idiots,MOVIE,,87,2013,0.0,5.4,1387.0
14661,tm177748,The Face of Love,MOVIE,PG-13,92,2013,0.0,6.2,5510.0
14666,tm177516,Getting Go: The Go Doc Project,MOVIE,,91,2013,0.0,6.9,2828.0
14676,tm174307,Reaching for the Moon,MOVIE,,118,2013,0.0,6.9,3250.0
14707,tm152263,K: Missing Kings,MOVIE,PG,75,2014,0.0,6.9,864.0
14730,tm156728,Liz in September,MOVIE,,100,2014,0.0,5.9,1357.0
14745,tm184292,Tru Love,MOVIE,,94,2013,0.0,6.4,805.0
14762,tm66500,The March Sisters at Christmas,MOVIE,,90,2014,0.0,5.4,676.0
14765,tm148148,Big Men,MOVIE,,99,2014,0.0,7.1,621.0
14790,tm178814,Journey to the South Pacific,MOVIE,G,40,2013,0.0,6.4,160.0
14803,tm157977,A Christmas Kiss II,MOVIE,,90,2014,0.0,6.0,1960.0
14830,tm137732,Amira & Sam,MOVIE,,90,2014,0.0,6.1,2602.0
14867,tm143279,My Dad Is Scrooge,MOVIE,,87,2014,0.0,4.4,254.0
14881,tm158789,Back to Christmas,MOVIE,PG,86,2014,0.0,5.6,1163.0
14887,tm138723,12 Dog Days Till Christmas,MOVIE,,90,2014,0.0,4.6,462.0
14894,tm188776,Christmas Belle,MOVIE,,90,2013,0.0,5.1,1934.0
14907,tm158934,Naughty & Nice,MOVIE,,90,2014,0.0,5.9,1511.0
14910,tm173159,Breakup at a Wedding,MOVIE,PG-13,85,2013,0.0,5.2,235.0
14917,ts44119,Part of Me,SHOW,TV-14,43,2014,1.0,8.3,122.0
14933,tm179994,My Santa,MOVIE,PG,84,2013,0.0,5.5,1045.0
15042,tm123777,Deadpool,MOVIE,R,108,2016,0.0,8.0,996056.0
15190,tm143617,La La Land,MOVIE,PG-13,128,2016,0.0,8.0,560018.0
15256,tm135387,In the Heart of the Sea,MOVIE,PG-13,122,2015,0.0,6.9,135919.0
15425,tm238770,Personal Shopper,MOVIE,R,106,2016,0.0,6.1,39606.0
15543,tm140511,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,MOVIE,R,93,2015,0.0,7.2,2294.0
15612,ts37899,Overlord,SHOW,TV-MA,23,2015,4.0,7.7,8723.0
15649,tm223124,Lights Out,MOVIE,PG-13,81,2016,0.0,6.3,125496.0
15678,tm219897,Southbound,MOVIE,,89,2015,0.0,5.9,18955.0
15741,tm197174,The Hollars,MOVIE,PG-13,105,2016,0.0,6.6,12649.0
15769,tm141546,Grandma,MOVIE,R,78,2015,0.0,6.7,15703.0
15804,tm224956,Maudie,MOVIE,PG-13,115,2016,0.0,7.6,18169.0
15904,ts44983,Prison School,SHOW,TV-MA,24,2015,1.0,7.6,5206.0
15913,ts15477,American Crime,SHOW,TV-14,46,2015,3.0,7.8,9722.0
15979,tm202759,Storks,MOVIE,PG,87,2016,0.0,6.8,61288.0
16005,tm230900,My Scientology Movie,MOVIE,,99,2016,0.0,6.7,12656.0
16024,tm244104,The Beatles: Eight Days a Week - The Touring Years,MOVIE,,106,2016,0.0,7.8,12675.0
16038,tm235794,Zero Days,MOVIE,PG-13,116,2016,0.0,7.7,9670.0
16084,tm138793,The Second Best Exotic Marigold Hotel,MOVIE,PG,122,2015,0.0,6.5,33453.0
16126,ts42080,Grimgar of Fantasy and Ash,SHOW,TV-14,23,2016,1.0,7.4,2541.0
16187,tm317766,The Osiris Child,MOVIE,,95,2016,0.0,5.5,8378.0
16220,ts38689,Descendants of the Sun,SHOW,TV-14,59,2016,1.0,8.3,14587.0
16256,tm140391,Pan,MOVIE,PG,111,2015,0.0,5.7,63528.0
16259,ts43283,Chivalry of a Failed Knight,SHOW,TV-MA,24,2015,1.0,7.3,3423.0
16311,tm233288,"I, Daniel Blake",MOVIE,R,100,2016,0.0,7.8,59049.0
16322,tm136120,Above and Beyond,MOVIE,,90,2015,0.0,7.7,622.0
16399,ts42207,The Legend of the Blue Sea,SHOW,TV-14,60,2016,2.0,8.2,8452.0
16436,tm138648,Digging for Fire,MOVIE,R,80,2015,0.0,5.8,6230.0
16462,ts36812,Attack on Titan: Junior High,SHOW,TV-14,17,2015,1.0,7.2,2132.0
16508,tm209958,The Unknown Girl,MOVIE,,113,2016,0.0,6.5,9396.0
16523,tm201158,Raiders!: The Story of the Greatest Fan Film Ever Made,MOVIE,,93,2015,0.0,6.9,2157.0
16577,tm217838,The Escort,MOVIE,,88,2015,0.0,6.0,13071.0
16608,tm233312,Graduation,MOVIE,R,128,2016,0.0,7.3,13501.0
16632,ts6028,Banished,SHOW,TV-MA,54,2015,1.0,7.4,3739.0
16646,tm232872,Somm: Into the Bottle,MOVIE,,90,2015,0.0,7.3,1778.0
16677,ts41889,National Treasure,SHOW,TV-MA,48,2016,1.0,7.4,2727.0
16699,tm140127,Men & Chicken,MOVIE,,104,2015,0.0,6.7,12786.0
16725,tm233024,Friend Request,MOVIE,R,92,2016,0.0,5.2,25924.0
16769,tm219802,4th Man Out,MOVIE,,87,2015,0.0,6.7,10111.0
16799,tm238708,The Meddler,MOVIE,PG-13,100,2016,0.0,6.3,12764.0
16818,tm139527,Songs My Brothers Taught Me,MOVIE,,94,2015,0.0,7.1,2920.0
16847,tm201222,The Girl King,MOVIE,,106,2015,0.0,5.8,4065.0
16865,tm201355,Back in Time,MOVIE,PG,95,2015,0.0,6.3,4113.0
16880,tm135989,Cartel Land,MOVIE,R,100,2015,0.0,7.3,18331.0
16919,tm216006,My All American,MOVIE,PG,118,2015,0.0,7.1,6656.0
16948,tm242656,Sacrifice,MOVIE,,90,2016,0.0,5.3,4498.0
16949,ts76601,Ancient Top 10,SHOW,TV-14,40,2016,1.0,7.6,92.0
16951,ts42045,Barbarians Rising,SHOW,TV-14,67,2016,1.0,7.7,2003.0
16982,tm232932,Equity,MOVIE,R,100,2016,0.0,5.5,3619.0
17017,ts38038,Oh My Venus,SHOW,TV-14,59,2015,1.0,7.8,4665.0
17024,ts38723,The Asterisk War,SHOW,TV-14,24,2015,2.0,6.8,2026.0
17064,tm238589,It Had to Be You,MOVIE,R,85,2016,0.0,5.5,1290.0
17076,tm208718,Curious George 3: Back to the Jungle,MOVIE,G,81,2015,0.0,5.5,588.0
17102,ts57624,Dance with Devils,SHOW,TV-14,23,2015,1.0,5.9,551.0
17131,tm211171,Henry Gamble's Birthday Party,MOVIE,R,86,2015,0.0,6.2,2992.0
17152,ts43068,Prince of Stride: Alternative,SHOW,TV-PG,24,2016,1.0,6.5,300.0
17164,tm244644,Transpecos,MOVIE,,86,2016,0.0,5.8,2747.0
17180,tm230873,A Beautiful Planet,MOVIE,G,45,2016,0.0,7.3,1348.0
17200,tm213105,Wolves,MOVIE,R,109,2016,0.0,5.6,1239.0
17215,tm203064,ma ma,MOVIE,R,111,2015,0.0,6.4,4251.0
17223,tm238745,Shelley,MOVIE,,92,2016,0.0,5.2,3473.0
17250,tm244602,High Strung,MOVIE,G,96,2016,0.0,6.3,9134.0
17291,tm242855,The Queen of Spain,MOVIE,,129,2016,0.0,5.2,1968.0
17314,tm242673,Let's Be Evil,MOVIE,,83,2016,0.0,4.3,8150.0
17317,ts51282,Mighty Magiswords,SHOW,TV-PG,14,2015,2.0,4.7,1258.0
17336,tm242773,Ozzy,MOVIE,G,90,2016,0.0,5.2,2304.0
17347,tm272207,Wolves at the Door,MOVIE,R,73,2016,0.0,4.4,3842.0
17361,tm151657,Hellions,MOVIE,,80,2015,0.0,4.2,3261.0
17367,ts42073,Wasted,SHOW,TV-MA,20,2016,3.0,7.3,1091.0
17403,tm244649,The Evil in Us,MOVIE,,91,2016,0.0,4.8,4683.0
17414,tm233222,Carnage Park,MOVIE,,81,2016,0.0,4.9,3517.0
17424,tm211221,Those People,MOVIE,,89,2015,0.0,6.6,5976.0
17441,tm239305,Jean of the Joneses,MOVIE,,88,2016,0.0,6.4,409.0
17450,tm238738,Busco novio para mi mujer,MOVIE,PG-13,91,2016,0.0,5.8,469.0
17478,tm243336,Bad Rap,MOVIE,,81,2016,0.0,6.5,191.0
17507,tm232422,Bad Roomies,MOVIE,,93,2015,0.0,5.1,2476.0
17524,tm147915,Meet Me in Montenegro,MOVIE,,90,2015,0.0,5.9,350.0
17534,ts37834,Heavy Object,SHOW,TV-MA,23,2015,1.0,6.4,176.0
17544,tm215798,Huevos: Little Rooster's Egg-Cellent Adventure,MOVIE,PG,98,2015,0.0,5.7,1050.0
17553,ts42697,Divine Gate,SHOW,TV-14,23,2016,1.0,5.0,304.0
17563,tm195000,Naz & Maalik,MOVIE,,86,2015,0.0,5.8,375.0
17578,tm214808,Rabid Dogs,MOVIE,,100,2015,0.0,5.8,1790.0
17605,tm242555,I.T.,MOVIE,,96,2016,0.0,5.5,15891.0
17617,tm313617,Shared Rooms,MOVIE,,75,2016,0.0,5.7,713.0
17627,ts142375,Future-Worm!,SHOW,TV-Y7,22,2015,1.0,5.6,252.0
17652,tm308028,A Cinderella Christmas,MOVIE,G,93,2016,0.0,6.2,3002.0
17660,tm221787,Across the Line,MOVIE,,88,2016,0.0,5.2,437.0
17668,tm242577,Get Squirrely,MOVIE,G,85,2015,0.0,3.5,395.0
17681,tm246087,Passage to Mars,MOVIE,,94,2016,0.0,4.5,742.0
17692,tm284224,A Puppy for Christmas,MOVIE,,85,2016,0.0,5.9,984.0
17702,tm217894,Ladrones,MOVIE,PG-13,98,2015,0.0,5.0,302.0
17710,tm146446,All About E,MOVIE,,93,2015,0.0,4.9,1017.0
17721,tm230063,Angels in the Snow,MOVIE,,90,2015,0.0,5.6,1494.0
17723,tm246825,Free to Run,MOVIE,,90,2016,0.0,7.3,353.0
17733,tm197802,Miss India America,MOVIE,,95,2016,0.0,5.4,611.0
17741,ts41494,RocketJump: The Show,SHOW,TV-14,25,2015,1.0,7.2,167.0
17754,tm321789,Christmas with the Andersons,MOVIE,PG,90,2016,0.0,4.1,452.0
17768,tm272205,Married by Christmas,MOVIE,,87,2016,0.0,5.5,1193.0
17785,tm266765,Girlfriends of Christmas Past,MOVIE,G,88,2016,0.0,5.1,843.0
17803,tm232560,Rodeo and Juliet,MOVIE,,88,2015,0.0,4.7,1054.0
17814,tm240907,Citizen Soldier,MOVIE,R,105,2016,0.0,5.7,536.0
17835,ts35977,Chaos Dragon: Sekiryuu Sen'eki,SHOW,TV-MA,23,2015,1.0,4.4,114.0
17843,tm232317,A Dogwalker's Christmas Tale,MOVIE,,80,2015,0.0,5.0,1482.0
18033,tm239698,Deadpool 2,MOVIE,R,119,2018,0.0,7.7,553166.0
18068,tm240629,The House That Jack Built,MOVIE,R,151,2018,0.0,6.8,70574.0
18172,tm244330,Logan Lucky,MOVIE,PG-13,119,2017,0.0,7.0,145641.0
18217,tm244209,The Shape of Water,MOVIE,R,120,2017,0.0,7.3,406147.0
18251,tm410753,Border,MOVIE,R,110,2018,0.0,7.0,28572.0
18323,tm366889,Vice,MOVIE,R,132,2018,0.0,7.2,139439.0
18375,tm373563,Prospect,MOVIE,R,98,2018,0.0,6.3,27044.0
18398,tm244364,The Nightingale,MOVIE,R,136,2018,0.0,7.3,28196.0
18470,tm244324,The Square,MOVIE,R,150,2017,0.0,7.2,61658.0
18511,tm244376,"I, Tonya",MOVIE,R,120,2017,0.0,7.5,206921.0
18555,tm244185,Hostiles,MOVIE,R,127,2017,0.0,7.2,81873.0
18568,tm312676,Leave No Trace,MOVIE,PG,110,2018,0.0,7.1,57815.0
18572,tm363020,Three Identical Strangers,MOVIE,PG-13,96,2018,0.0,7.6,34465.0
18578,ts56104,Boruto: Naruto Next Generations,SHOW,TV-14,23,2017,2.0,6.9,19595.0
18630,tm283327,Brigsby Bear,MOVIE,PG-13,97,2017,0.0,7.3,16473.0
18677,tm322112,My Friend Dahmer,MOVIE,R,107,2017,0.0,6.2,18817.0
18692,tm284178,Super Dark Times,MOVIE,,100,2017,0.0,6.6,22183.0
18718,tm244353,Thelma,MOVIE,,116,2017,0.0,7.0,31236.0
18760,tm368523,Lords of Chaos,MOVIE,R,118,2018,0.0,6.6,15353.0
18791,tm328160,Unsane,MOVIE,R,98,2018,0.0,6.4,45506.0
18824,tm244371,Ingrid Goes West,MOVIE,R,97,2017,0.0,6.6,40755.0
18880,tm362059,American Animals,MOVIE,R,117,2018,0.0,7.0,43913.0
18923,tm205865,The Man Who Killed Don Quixote,MOVIE,,133,2018,0.0,6.3,19372.0
18949,tm311595,Lucky,MOVIE,,88,2017,0.0,7.3,22699.0
18965,ts55901,The Looming Tower,SHOW,TV-MA,50,2018,1.0,8.0,14380.0
18989,tm273428,God's Own Country,MOVIE,,104,2017,0.0,7.7,29545.0
19009,tm270895,I Am Not Your Negro,MOVIE,R,93,2017,0.0,7.9,21632.0
19046,tm266670,Disobedience,MOVIE,R,114,2017,0.0,6.6,30124.0
19104,tm361759,Colette,MOVIE,R,111,2018,0.0,6.7,22686.0
19138,tm349141,Papillon,MOVIE,R,134,2017,0.0,7.2,71588.0
19186,tm305664,Blade of the Immortal,MOVIE,R,140,2017,0.0,6.8,17334.0
19260,tm315695,Vox Lux,MOVIE,R,114,2018,0.0,5.9,17877.0
19269,tm244483,47 Meters Down,MOVIE,PG-13,89,2017,0.0,5.6,54022.0
19274,tm362890,Minding the Gap,MOVIE,,93,2018,0.0,8.0,9413.0
19324,tm361034,The Miseducation of Cameron Post,MOVIE,,92,2018,0.0,6.6,21381.0
19330,tm347925,Permanent,MOVIE,PG-13,94,2017,0.0,5.6,2254.0
19339,tm318637,Arctic,MOVIE,PG-13,98,2018,0.0,6.8,50622.0
19358,ts81039,What's Wrong with Secretary Kim,SHOW,,69,2018,1.0,8.1,10788.0
19374,tm349722,Scotty and the Secret History of Hollywood,MOVIE,,98,2018,0.0,6.6,1400.0
19377,tm405368,Neat: The Story of Bourbon,MOVIE,,75,2018,0.0,7.6,576.0
19405,tm283348,The Hero,MOVIE,R,96,2017,0.0,6.5,9466.0
19447,tm233224,Please Stand By,MOVIE,PG-13,93,2018,0.0,6.7,13619.0
19492,tm221693,Amazing Grace,MOVIE,G,87,2018,0.0,7.5,4527.0
19551,tm349611,Chappaquiddick,MOVIE,PG-13,107,2018,0.0,6.5,13211.0
19568,tm423436,Ben Is Back,MOVIE,R,103,2018,0.0,6.7,20919.0
19611,tm316399,78/52,MOVIE,,91,2017,0.0,7.3,3555.0
19650,tm140154,November Criminals,MOVIE,PG-13,85,2017,0.0,5.3,8901.0
19668,ts55823,While You Were Sleeping,SHOW,TV-14,45,2017,1.0,8.3,6665.0
19679,ts79331,Persona 5: The Animation,SHOW,TV-14,28,2018,1.0,6.7,564.0
19682,tm315847,Unacknowledged,MOVIE,,100,2017,0.0,7.0,7991.0
19707,tm283345,Band Aid,MOVIE,R,91,2017,0.0,6.6,5630.0
19755,tm317317,Once Upon a Time in Venice,MOVIE,R,94,2017,0.0,5.3,19335.0
19772,ts81275,Gordon Ramsay's 24 Hours to Hell and Back,SHOW,TV-14,45,2018,3.0,7.3,1296.0
19782,tm354950,Too Funny to Fail: The Life & Death of The Dana Carvey Show,MOVIE,,95,2017,0.0,7.7,1554.0
19797,tm347051,The Cured,MOVIE,R,95,2017,0.0,5.5,8528.0
19853,tm244005,The Limehouse Golem,MOVIE,,109,2017,0.0,6.3,21055.0
19862,ts53909,Apple Tree Yard,SHOW,TV-14,58,2017,1.0,7.2,4677.0
19873,tm307291,Pilgrimage,MOVIE,,96,2017,0.0,5.8,5498.0
19893,tm244217,Gemini,MOVIE,R,93,2017,0.0,5.4,4990.0
19904,tm313977,Flower,MOVIE,R,94,2017,0.0,6.0,8881.0
19908,ts115324,The Menendez Murders: Erik Tells All,SHOW,,43,2017,1.0,7.5,317.0
19917,ts75222,The Murder of Laci Peterson,SHOW,TV-14,50,2017,1.0,7.4,1053.0
19940,tm299754,Marjorie Prime,MOVIE,,98,2017,0.0,6.3,6294.0
19958,tm355789,Dogman,MOVIE,,103,2018,0.0,7.2,26091.0
19965,tm308313,Dealt,MOVIE,,85,2017,0.0,7.5,1809.0
19988,tm410407,211,MOVIE,R,86,2018,0.0,4.3,8149.0
20023,tm277827,Rebel in the Rye,MOVIE,PG-13,106,2017,0.0,6.7,9520.0
20065,tm271957,On Chesil Beach,MOVIE,R,110,2018,0.0,6.3,11107.0
20079,tm307840,68 Kill,MOVIE,R,107,2018,0.0,6.1,5688.0
20109,ts77927,Kiri,SHOW,TV-MA,47,2018,1.0,6.6,2543.0
20146,tm369970,Looking Glass,MOVIE,R,103,2018,0.0,4.6,6730.0
20223,tm340212,The Man Who Invented Christmas,MOVIE,PG,105,2017,0.0,7.0,15874.0
20244,tm357155,After Everything,MOVIE,,95,2018,0.0,6.4,1479.0
20273,tm320884,Batman & Bill,MOVIE,PG-13,93,2017,0.0,8.0,1944.0
20298,tm409508,Along with the Gods: The Last 49 Days,MOVIE,,141,2018,0.0,7.1,7067.0
20351,tm319627,Princess Cyd,MOVIE,,96,2017,0.0,6.7,3907.0
20379,tm142116,XX,MOVIE,R,80,2017,0.0,4.6,11664.0
20395,tm375165,McQueen,MOVIE,R,111,2018,0.0,7.7,8025.0
20438,tm311475,Sweet Virginia,MOVIE,R,93,2017,0.0,6.2,10185.0
20474,tm242061,Person to Person,MOVIE,,84,2017,0.0,5.7,1542.0
20486,tm372226,Donnybrook,MOVIE,R,101,2018,0.0,5.4,2161.0
20555,tm372828,Wild Nights with Emily,MOVIE,PG-13,84,2018,0.0,6.2,1209.0
20562,tm475301,Scotch: A Golden Dream,MOVIE,,87,2018,0.0,7.5,383.0
20597,tm308084,Becoming Bond,MOVIE,,91,2017,0.0,7.5,2882.0
20611,tm326100,Maze,MOVIE,,93,2017,0.0,5.9,3243.0
20660,tm215439,Woman at War,MOVIE,,101,2018,0.0,7.4,9646.0
20779,tm266650,Loro 1,MOVIE,,104,2018,0.0,6.7,5065.0
20809,tm376740,All About Nina,MOVIE,R,97,2018,0.0,6.2,2725.0
20814,tm413019,Hunt for the Skinwalker,MOVIE,,127,2018,0.0,4.4,888.0
20846,tm409823,The Unthinkable,MOVIE,,129,2018,0.0,6.0,7913.0
20851,tm362904,Kusama : Infinity,MOVIE,,80,2018,0.0,7.3,992.0
20892,tm267101,Chuck,MOVIE,R,101,2017,0.0,6.5,6246.0
20896,tm433987,Somm 3,MOVIE,R,80,2018,0.0,6.9,455.0
20911,tm433452,Still,MOVIE,,88,2018,0.0,5.2,1152.0
20926,ts79411,Safe Harbour,SHOW,TV-MA,53,2018,1.0,6.6,895.0
20946,tm318048,Dumb: The Story of Big Brother Magazine,MOVIE,,79,2017,0.0,7.4,510.0
20985,tm362066,Monsters and Men,MOVIE,R,96,2018,0.0,6.0,2359.0
20993,tm312171,Danger Close,MOVIE,,90,2017,0.0,4.5,262.0
21024,tm414612,Andy Irons: Kissed by God,MOVIE,,100,2018,0.0,8.2,718.0
21059,tm300414,Chasing Trane,MOVIE,,99,2017,0.0,7.3,2272.0
21075,tm320497,A Ciambra,MOVIE,,118,2017,0.0,6.9,2465.0
21077,tm362901,Crime + Punishment,MOVIE,,111,2018,0.0,7.4,649.0
21100,tm376822,Mapplethorpe,MOVIE,,102,2018,0.0,6.1,1497.0
21115,tm327478,I Remember You,MOVIE,R,105,2017,0.0,6.1,4875.0
21144,tm317518,The Field Guide to Evil,MOVIE,R,117,2018,0.0,4.8,1986.0
21167,ts85459,Encounter,SHOW,,67,2018,1.0,7.5,1495.0
21187,tm407672,Non-Fiction,MOVIE,R,107,2018,0.0,6.4,5097.0
21193,tm411648,This Mountain Life,MOVIE,PG,77,2018,0.0,7.3,261.0
21220,ts84686,The Bisexual,SHOW,,29,2018,1.0,6.2,1150.0
21246,tm481772,The Haunted,MOVIE,,75,2017,0.0,5.5,19.0
21272,tm435628,Hillbilly,MOVIE,,87,2018,0.0,6.7,449.0
21285,tm293516,Citizen Jane: Battle for the City,MOVIE,,92,2017,0.0,7.0,606.0
21292,tm353922,Sleepwalker,MOVIE,,88,2017,0.0,5.2,1040.0
21315,tm414073,Backtrace,MOVIE,R,87,2018,0.0,3.8,4099.0
21341,tm363787,Christmas in the Heartland,MOVIE,,90,2017,0.0,5.9,1414.0
21349,tm463679,Tracks,MOVIE,,86,2018,0.0,8.2,6.0
21368,tm354736,Sollers Point,MOVIE,R,101,2017,0.0,5.7,700.0
21370,tm315905,The Force,MOVIE,,80,2017,0.0,6.7,699.0
21405,tm433268,Another Time,MOVIE,R,89,2018,0.0,4.5,903.0
21407,tm367173,Pandas,MOVIE,G,40,2018,0.0,7.4,380.0
21416,tm307888,The Archer,MOVIE,,86,2017,0.0,5.2,824.0
21424,tm324746,Frank Serpico,MOVIE,,96,2017,0.0,6.8,339.0
21434,tm415939,Locating Silver Lake,MOVIE,,110,2018,0.0,5.4,325.0
21446,tm244293,March of the Penguins 2: The Next Step,MOVIE,G,85,2017,0.0,6.6,744.0
21457,tm345894,Get Big,MOVIE,,85,2017,0.0,6.0,3295.0
21473,tm350933,Wetlands,MOVIE,,98,2017,0.0,4.4,526.0
21540,tm245354,AWOL,MOVIE,,82,2017,0.0,5.6,1355.0
21543,ts78570,Impossible Builds,SHOW,TV-G,48,2018,1.0,7.4,47.0
21558,ts84778,Butterfly,SHOW,,45,2018,1.0,6.5,1710.0
21564,tm1166669,The Cat Rescuers,MOVIE,,87,2018,0.0,7.5,62.0
