,id,title,type,age_certification,runtime,release_year,seasons,imdb_score,imdb_votes
21584,tm338373,It Came from the Desert,MOVIE,,90,2017,0.0,4.3,1645.0
21593,tm323152,The Feels,MOVIE,,90,2017,0.0,5.1,2085.0
21600,tm419375,Bayou Caviar,MOVIE,,111,2018,0.0,4.7,3257.0
21613,tm445910,Christmas on Holly Lane,MOVIE,,90,2018,0.0,6.3,852.0
21627,tm354628,A Wedding Wonderland,MOVIE,PG,90,2017,0.0,5.0,615.0
21644,tm247557,The Veil,MOVIE,,86,2017,0.0,3.4,2432.0
21648,tm358342,Obey Giant,MOVIE,,90,2017,0.0,7.3,414.0
21664,tm327236,Legion of Brothers,MOVIE,,79,2017,0.0,5.9,352.0
21673,tm372047,First Day,MOVIE,,17,2017,0.0,7.6,15.0
21692,tm442133,A Christmas Switch,MOVIE,,121,2018,0.0,5.9,890.0
21702,tm322658,Roller Dreams,MOVIE,,82,2017,0.0,8.1,89.0
21705,tm460143,Blast Beat,MOVIE,,5,2018,0.0,5.1,233.0
21720,tm440046,Racetime,MOVIE,PG,90,2018,0.0,5.6,492.0
21727,tm357894,Second Chance Christmas,MOVIE,G,87,2017,0.0,5.6,666.0
21739,tm326963,Cherry Pop,MOVIE,,80,2017,0.0,4.5,1502.0
21758,tm240812,The Sweet Life,MOVIE,,90,2017,0.0,6.2,1760.0
21775,tm355530,"Soul on Ice: Past, Present and Future",MOVIE,,86,2017,0.0,8.1,48.0
21797,tm434554,The Truth About Christmas,MOVIE,,120,2018,0.0,5.5,516.0
21828,tm359869,The Christmas Calendar,MOVIE,,83,2017,0.0,5.9,1312.0
21831,tm418047,Ballet Now,MOVIE,,74,2018,0.0,7.2,184.0
21873,tm311931,The Relationtrip,MOVIE,,90,2017,0.0,5.7,660.0
21882,tm240824,Alive and Kicking,MOVIE,,88,2017,0.0,6.8,484.0
21886,tm500028,Bare Knuckle,MOVIE,,80,2018,0.0,6.4,31.0
21895,tm406526,Savage Youth,MOVIE,,100,2018,0.0,5.3,404.0
21896,tm305997,For Ahkeem,MOVIE,,89,2017,0.0,6.7,162.0
21900,tm323941,Take Every Wave: The Life of Laird Hamilton,MOVIE,,118,2017,0.0,7.4,607.0
21911,tm360887,Christmas Solo,MOVIE,,90,2017,0.0,5.8,782.0
21920,tm509826,Miss Snake Charmer,MOVIE,,64,2018,0.0,5.7,38.0
21926,tm325275,Boonie Bears: Entangled Worlds,MOVIE,G,83,2017,0.0,5.5,185.0
21959,tm418028,Women & Sometimes Men,MOVIE,,87,2017,0.0,4.4,141.0
21962,tm418901,Boonie Bears: The Big Shrink,MOVIE,G,89,2018,0.0,5.4,206.0
21974,tm376063,Harvie and the Magic Museum,MOVIE,,87,2017,0.0,3.8,268.0
21981,tm308054,The Blood Is at the Doorstep,MOVIE,,90,2017,0.0,6.7,205.0
21987,tm357266,Constructing Albert,MOVIE,,82,2017,0.0,7.0,45.0
21991,tm444258,Ulam: Main Dish,MOVIE,,80,2018,0.0,7.3,34.0
21999,tm480059,Sprinter,MOVIE,,114,2018,0.0,6.2,450.0
22022,tm465173,Run,MOVIE,PG-13,89,2020,0.0,6.7,68408.0
22081,tm414170,Parasite,MOVIE,R,132,2019,0.0,8.5,742045.0
22131,tm487556,Palm Springs,MOVIE,R,90,2020,0.0,7.4,146247.0
22138,tm429670,The Biggest Little Farm,MOVIE,PG,91,2019,0.0,8.0,7129.0
22150,tm468920,Portrait of a Lady on Fire,MOVIE,R,120,2019,0.0,8.1,85597.0
22190,tm679789,Another Round,MOVIE,,117,2020,0.0,7.7,142356.0
22220,tm460712,Booksmart,MOVIE,R,102,2019,0.0,7.1,113481.0
22287,tm855323,Nomadland,MOVIE,R,108,2020,0.0,7.3,150438.0
22289,ts89904,Dark Side of the Ring,SHOW,TV-MA,46,2019,3.0,8.7,2727.0
22329,tm295292,Possessor Uncut,MOVIE,R,104,2020,0.0,6.5,32196.0
22379,tm850154,Riders of Justice,MOVIE,,116,2020,0.0,7.5,44685.0
22397,tm421577,The Croods: A New Age,MOVIE,PG,95,2020,0.0,6.9,40429.0
22463,tm468690,Hustlers,MOVIE,R,110,2019,0.0,6.3,96359.0
22531,tm852557,The Assistant,MOVIE,R,87,2020,0.0,6.4,21819.0
22559,tm361296,The Art of Self-Defense,MOVIE,R,104,2019,0.0,6.6,36668.0
22588,tm447387,2067,MOVIE,,114,2020,0.0,4.9,8839.0
22615,tm432161,The Lodge,MOVIE,R,108,2020,0.0,6.0,43687.0
22676,tm428358,Her Smell,MOVIE,R,136,2019,0.0,5.9,6845.0
22694,tm366310,Aniara,MOVIE,R,106,2019,0.0,6.2,8698.0
22726,tm846282,Escape from Pretoria,MOVIE,PG-13,102,2020,0.0,6.8,33929.0
22770,tm446175,Hail Satan?,MOVIE,R,95,2019,0.0,7.3,6785.0
22790,tm920286,Shadow in the Cloud,MOVIE,R,83,2020,0.0,4.9,25543.0
22822,tm376451,Alone,MOVIE,R,98,2020,0.0,6.2,18281.0
22848,tm407390,Come True,MOVIE,,105,2020,0.0,6.0,8317.0
22881,tm824532,The Vigil,MOVIE,PG-13,88,2020,0.0,5.8,7214.0
22900,tm837595,How to Train Your Dragon: Homecoming,MOVIE,PG,22,2019,0.0,7.3,3607.0
22956,tm453896,Mr. Jones,MOVIE,,119,2019,0.0,6.9,11148.0
23006,tm317159,The Upside,MOVIE,PG-13,118,2019,0.0,7.0,55208.0
23013,tm445973,Apollo 11,MOVIE,G,92,2019,0.0,8.1,24994.0
23065,tm505082,Ammonite,MOVIE,R,120,2020,0.0,6.5,16351.0
23107,tm307280,The Beach Bum,MOVIE,R,95,2019,0.0,5.5,21489.0
23149,tm922266,Skin: A History of Nudity in the Movies,MOVIE,,131,2020,0.0,6.7,752.0
23199,tm465434,Plus One,MOVIE,,98,2019,0.0,6.6,10411.0
23207,tm879418,The State of Texas vs. Melissa,MOVIE,,102,2020,0.0,5.6,206.0
23236,tm860022,Sputnik,MOVIE,R,114,2020,0.0,6.4,23157.0
23259,tm851644,Wild Mountain Thyme,MOVIE,PG-13,102,2020,0.0,5.7,7792.0
23286,tm413548,Waiting for the Barbarians,MOVIE,R,114,2019,0.0,6.0,10484.0
23317,tm810861,Dream Horse,MOVIE,PG,113,2020,0.0,6.9,4547.0
23326,tm458133,Villains,MOVIE,R,90,2019,0.0,6.2,13279.0
23351,tm321218,"Where'd You Go, Bernadette",MOVIE,PG-13,110,2019,0.0,6.5,21132.0
23392,tm461963,Buffaloed,MOVIE,,95,2020,0.0,6.2,5680.0
23414,tm845414,Spree,MOVIE,,93,2020,0.0,5.9,8806.0
23428,tm898852,Derek DelGaudio's In & Of Itself,MOVIE,,90,2020,0.0,8.2,4478.0
23481,tm427020,Wild Rose,MOVIE,R,101,2019,0.0,7.1,13452.0
23495,tm825649,The Killing of Two Lovers,MOVIE,R,85,2020,0.0,6.9,3873.0
23515,tm820629,Undine,MOVIE,,90,2020,0.0,6.6,6711.0
23530,tm890410,She Dies Tomorrow,MOVIE,R,85,2020,0.0,5.1,6152.0
23568,tm921465,Supernova,MOVIE,,94,2020,0.0,6.8,10574.0
23631,tm454167,Greener Grass,MOVIE,,95,2019,0.0,6.3,4367.0
23654,tm500584,Shirley,MOVIE,R,107,2020,0.0,6.1,11072.0
23692,tm419893,The Man Who Killed Hitler and Then the Bigfoot,MOVIE,R,96,2019,0.0,5.7,11954.0
23708,tm462408,The Secret Garden,MOVIE,PG,99,2020,0.0,5.5,8311.0
23778,tm919963,New Order,MOVIE,R,88,2020,0.0,6.5,6891.0
23868,tm469094,Happiest Season,MOVIE,PG-13,102,2020,0.0,6.6,37168.0
23937,tm349021,Missing Link,MOVIE,PG,94,2019,0.0,6.7,25054.0
23955,tm813757,Mandibles,MOVIE,,77,2020,0.0,6.6,3646.0
23964,tm831652,Sea Fever,MOVIE,,95,2020,0.0,5.7,10710.0
23991,tm837602,The Orange Years: The Nickelodeon Story,MOVIE,,102,2020,0.0,7.5,1035.0
24014,tm463678,Ordinary Love,MOVIE,R,92,2019,0.0,6.6,4046.0
24050,tm448600,Big Time Adolescence,MOVIE,R,91,2020,0.0,6.9,12544.0
24076,tm370994,Little Monsters,MOVIE,R,94,2019,0.0,6.3,16822.0
24084,tm823087,Collective,MOVIE,,109,2019,0.0,8.1,11786.0
24115,tm810237,The Wretched,MOVIE,,95,2020,0.0,5.8,15051.0
24126,tm446575,Honeyland,MOVIE,,89,2019,0.0,8.0,17246.0
24147,tm372217,Little Joe,MOVIE,,106,2019,0.0,5.8,7522.0
24193,tm348198,Hotel Mumbai,MOVIE,R,123,2019,0.0,7.6,61074.0
24208,tm823034,Moffie,MOVIE,,104,2020,0.0,6.8,2940.0
24209,tm818796,Tesla,MOVIE,PG-13,102,2020,0.0,5.1,8727.0
24249,tm922200,Books of Blood,MOVIE,,107,2020,0.0,5.6,7114.0
24264,tm215485,About Endlessness,MOVIE,,78,2019,0.0,6.8,6251.0
24285,tm671834,12 Hour Shift,MOVIE,,86,2020,0.0,5.4,4220.0
24302,tm904132,Rent-A-Pal,MOVIE,,108,2020,0.0,6.2,4337.0
24320,tm813294,Once Were Brothers,MOVIE,R,100,2019,0.0,7.3,1604.0
24333,tm322141,Monos,MOVIE,R,103,2019,0.0,6.9,16688.0
24362,tm810327,Robert the Bruce,MOVIE,,124,2019,0.0,5.4,3657.0
24408,tm975409,Songbird,MOVIE,PG-13,85,2020,0.0,4.7,9752.0
24425,tm431781,Bloodline,MOVIE,R,95,2019,0.0,6.0,7753.0
24436,tm845478,Save Yourselves!,MOVIE,R,93,2020,0.0,5.7,6945.0
24450,tm861144,Stardust,MOVIE,R,109,2020,0.0,4.3,1711.0
24456,tm845774,The Painter and the Thief,MOVIE,,102,2020,0.0,7.5,3569.0
24494,tm315210,The Postcard Killings,MOVIE,NC-17,101,2020,0.0,5.7,9962.0
24527,tm822873,The Other Lamb,MOVIE,,97,2020,0.0,5.2,4394.0
24549,tm373031,Wounds,MOVIE,R,94,2019,0.0,4.1,18520.0
24560,tm404659,Little Woods,MOVIE,R,103,2019,0.0,6.2,3231.0
24576,tm886681,Money Plane,MOVIE,R,82,2020,0.0,3.2,5243.0
24589,tm843350,Skyfire,MOVIE,PG-13,93,2019,0.0,5.3,2807.0
24599,tm579172,A Score to Settle,MOVIE,,103,2019,0.0,4.7,5763.0
24637,tm927756,The Doorman,MOVIE,R,95,2020,0.0,4.6,5749.0
24706,tm351272,The Painted Bird,MOVIE,,169,2019,0.0,7.3,5774.0
24720,tm879886,The Trip to Greece,MOVIE,PG-13,110,2020,0.0,6.6,3962.0
24735,tm841808,Grand Isle,MOVIE,,97,2019,0.0,4.6,4717.0
24750,tm845454,Amulet,MOVIE,R,99,2020,0.0,4.8,3544.0
24791,tm912353,A Nice Girl Like You,MOVIE,R,94,2020,0.0,5.1,4688.0
24811,tm824372,Babyteeth,MOVIE,,118,2019,0.0,7.2,15194.0
24837,tm845487,Spaceship Earth,MOVIE,,115,2020,0.0,6.4,1774.0
24857,tm816479,Running with the Devil,MOVIE,R,100,2019,0.0,5.4,7997.0
24871,tm824557,Two of Us,MOVIE,,99,2020,0.0,7.2,2699.0
24883,tm426638,Vita & Virginia,MOVIE,,110,2019,0.0,5.7,3767.0
24937,tm205927,The Death & Life of John F. Donovan,MOVIE,R,127,2019,0.0,6.1,6623.0
24955,tm454006,Better Days,MOVIE,,135,2019,0.0,7.5,8856.0
24999,tm518863,Buddy Games,MOVIE,R,90,2019,0.0,4.8,5721.0
25023,tm360957,Lost Girls & Love Hotels,MOVIE,R,97,2020,0.0,4.6,4266.0
25099,tm854861,You Cannot Kill David Arquette,MOVIE,R,91,2020,0.0,7.2,2014.0
25155,tm498901,The East,MOVIE,,137,2020,0.0,6.9,5108.0
25179,tm448749,Luce,MOVIE,R,109,2019,0.0,6.7,12718.0
25180,ts150511,The Most Dangerous Animal of All,SHOW,TV-14,44,2020,1.0,6.3,899.0
25207,tm370271,Seven Stages to Achieve Eternal Bliss,MOVIE,,93,2020,0.0,5.6,921.0
25231,tm922270,Minor Premise,MOVIE,,94,2020,0.0,5.9,2369.0
25245,tm266645,Mary,MOVIE,R,84,2019,0.0,4.5,4175.0
25248,tm817468,Missing 411: The Hunted,MOVIE,,97,2019,0.0,7.0,1732.0
25272,tm447857,A Million Little Pieces,MOVIE,R,113,2019,0.0,6.2,3140.0
25309,tm453549,Fyre Fraud,MOVIE,,96,2019,0.0,6.8,6374.0
25317,tm827863,James vs. His Future Self,MOVIE,,94,2019,0.0,5.9,929.0
25336,tm375430,Awoken,MOVIE,,87,2020,0.0,5.2,8571.0
25339,ts252756,Mr. Queen,SHOW,,71,2020,1.0,8.8,4448.0
25347,tm845565,The Mole Agent,MOVIE,,89,2020,0.0,7.6,8370.0
25355,tm467037,I Trapped the Devil,MOVIE,,84,2019,0.0,4.8,2695.0
25389,tm430160,Teen Spirit,MOVIE,PG-13,92,2019,0.0,6.1,8740.0
25400,tm824273,Wrinkles the Clown,MOVIE,,78,2019,0.0,4.8,1302.0
25431,tm995752,Follow Me,MOVIE,R,88,2020,0.0,5.4,10278.0
25442,ts89553,Astra Lost in Space,SHOW,TV-14,27,2019,2.0,8.0,1315.0
25488,tm376746,Diane,MOVIE,,96,2019,0.0,6.8,1502.0
25489,tm930024,Intersect,MOVIE,,119,2020,0.0,3.7,3698.0
25535,tm868412,Enforcement,MOVIE,,108,2020,0.0,6.5,5537.0
25572,tm446612,Untouchable,MOVIE,,98,2019,0.0,6.7,2835.0
25602,tm931962,Totally Under Control,MOVIE,,123,2020,0.0,7.6,3127.0
25628,tm452076,Angel of Mine,MOVIE,R,98,2019,0.0,6.3,10673.0
25649,tm845580,Wander Darkly,MOVIE,R,97,2020,0.0,5.7,1460.0
25670,tm462095,Crown Vic,MOVIE,R,110,2019,0.0,6.4,6912.0
25684,tm370208,Ode to Joy,MOVIE,R,98,2019,0.0,6.3,5727.0
25703,tm355894,The Unicorn,MOVIE,,88,2019,0.0,5.1,1119.0
25721,tm857933,The Secrets We Keep,MOVIE,R,97,2020,0.0,5.8,5655.0
25737,tm449199,The Sunlit Night,MOVIE,,82,2020,0.0,6.0,1720.0
25744,tm844344,100% Wolf,MOVIE,PG,96,2020,0.0,5.6,1674.0
25753,tm944009,The Other Side,MOVIE,,87,2020,0.0,5.3,1513.0
25772,tm449951,Corporate Animals,MOVIE,R,86,2019,0.0,4.4,3342.0
25773,ts254971,Deutschland 89,SHOW,TV-MA,50,2020,1.0,7.8,2594.0
25792,tm448856,The Amazing Johnathan Documentary,MOVIE,,94,2019,0.0,6.5,1516.0
25818,tm458745,The Day Shall Come,MOVIE,,87,2019,0.0,5.8,3777.0
25857,tm935081,Held,MOVIE,R,94,2020,0.0,5.2,2131.0
25874,tm921763,The Binge,MOVIE,,98,2020,0.0,5.2,3369.0
25895,tm1120015,Above the Shadows,MOVIE,,111,2019,0.0,6.0,2631.0
25933,tm448606,Clemency,MOVIE,R,112,2019,0.0,6.6,4316.0
25949,tm817928,Mister America,MOVIE,R,88,2019,0.0,6.4,1384.0
25969,tm372289,The Whistlers,MOVIE,,97,2019,0.0,6.4,5464.0
26011,tm857991,The Cave,MOVIE,,103,2019,0.0,5.7,965.0
26032,tm891840,Infamous,MOVIE,,100,2020,0.0,4.2,2952.0
26052,tm823545,Disappearance at Clifton Hill,MOVIE,,100,2020,0.0,5.5,2656.0
26085,tm410439,Out Stealing Horses,MOVIE,,123,2019,0.0,6.6,2546.0
26106,tm485814,Vanguard,MOVIE,PG-13,107,2020,0.0,4.7,5239.0
26131,tm827509,Trick,MOVIE,,100,2019,0.0,4.9,4862.0
26164,tm448803,To the Stars,MOVIE,,109,2019,0.0,6.2,1574.0
26183,tm454190,Knives and Skin,MOVIE,,111,2019,0.0,5.2,927.0
26191,tm456137,Premature,MOVIE,,86,2020,0.0,6.5,780.0
26204,tm980538,Modern Persuasion,MOVIE,,87,2020,0.0,4.9,550.0
26239,tm847684,Ip Man: Kung Fu Master,MOVIE,,82,2019,0.0,4.5,863.0
26260,tm463018,Depraved,MOVIE,,114,2019,0.0,5.4,1639.0
26261,ts223515,Live In Front of a Studio Audience,SHOW,TV-14,64,2019,1.0,8.1,14.0
26263,tm470598,Rewind,MOVIE,,86,2019,0.0,7.9,2164.0
26279,tm829342,Dear Comrades!,MOVIE,,121,2020,0.0,7.4,4481.0
26351,tm495020,Military Wives,MOVIE,PG-13,113,2019,0.0,6.5,4738.0
26356,tm947073,For Madmen Only: The Stories of Del Close,MOVIE,R,90,2020,0.0,6.9,153.0
26369,tm973337,Rams,MOVIE,PG-13,118,2020,0.0,6.4,2453.0
26393,tm880151,Bad Hair,MOVIE,,102,2020,0.0,5.5,3478.0
26395,ts229988,Southern Gothic,SHOW,TV-14,44,2020,1.0,7.0,105.0
26411,tm470574,Changing the Game,MOVIE,,88,2019,0.0,5.8,216.0
26433,tm890114,Cowboys,MOVIE,,83,2020,0.0,6.1,1233.0
26446,tm881144,Shit & Champagne,MOVIE,,91,2020,0.0,4.4,150.0
26469,tm463385,Framing John DeLorean,MOVIE,,109,2019,0.0,6.5,2287.0
26502,tm446844,Mike Wallace Is Here,MOVIE,PG-13,90,2019,0.0,7.4,838.0
26507,tm949903,Billie,MOVIE,,96,2020,0.0,6.8,723.0
26516,tm872661,We Are Freestyle Love Supreme,MOVIE,,90,2020,0.0,6.9,345.0
26526,tm939181,The Big Scary “S” Word,MOVIE,,85,2020,0.0,5.9,96.0
26539,tm939322,Kindred,MOVIE,,101,2020,0.0,5.1,1949.0
26579,ts219055,Stars Align,SHOW,TV-14,24,2019,1.0,7.4,448.0
26604,tm427368,Trespassers,MOVIE,,88,2019,0.0,5.0,2714.0
26606,tm486429,Red Dog,MOVIE,R,105,2019,0.0,6.8,424.0
26663,tm431344,Meeting Gorbachev,MOVIE,,95,2019,0.0,7.2,2225.0
26683,tm456161,The Brink,MOVIE,R,91,2019,0.0,6.2,774.0
26741,tm980519,Knuckledust,MOVIE,,105,2020,0.0,4.7,554.0
26765,tm488342,The Roads Not Taken,MOVIE,R,85,2020,0.0,5.2,2181.0
26795,tm449057,Cold Case Hammarskjöld,MOVIE,,129,2019,0.0,7.5,2494.0
26806,tm824569,Red Penguins,MOVIE,PG-13,80,2019,0.0,6.8,606.0
26823,ts225974,Hillary,SHOW,TV-PG,61,2020,1.0,6.6,2569.0
26867,tm850209,Love Sarah,MOVIE,,97,2020,0.0,6.1,2361.0
26870,ts188938,"Oh Jerome, No",SHOW,,12,2019,1.0,7.9,226.0
26881,tm919877,I Am Greta,MOVIE,,97,2020,0.0,7.7,7792.0
26892,tm469222,Bull,MOVIE,R,105,2020,0.0,6.9,5325.0
26922,tm371540,The Mountain,MOVIE,,106,2019,0.0,5.5,1565.0
26979,tm891475,The Good Traitor,MOVIE,,116,2020,0.0,6.4,918.0
26990,tm921388,Crock of Gold: A Few Rounds With Shane MacGowan,MOVIE,,124,2020,0.0,7.8,1320.0
27013,tm471635,Killers Anonymous,MOVIE,R,95,2019,0.0,4.4,11835.0
27033,tm499143,The Rest of Us,MOVIE,,80,2019,0.0,6.2,998.0
27052,tm811972,Into the Ashes,MOVIE,,98,2019,0.0,5.2,4875.0
27064,tm445988,The Sound of Silence,MOVIE,,84,2019,0.0,5.7,1322.0
27085,tm426354,Exit Plan,MOVIE,,90,2019,0.0,5.1,1556.0
27101,tm446608,Toni Morrison: The Pieces I Am,MOVIE,PG-13,119,2019,0.0,7.6,734.0
27132,tm920794,A Murder to Remember,MOVIE,,85,2020,0.0,4.8,374.0
27204,tm448817,Judy & Punch,MOVIE,,105,2019,0.0,6.0,2647.0
27238,tm346181,Endless,MOVIE,,95,2020,0.0,4.7,8.0
27260,tm886161,Bad Therapy,MOVIE,,98,2020,0.0,4.3,843.0
27282,tm449310,An Acceptable Loss,MOVIE,R,102,2019,0.0,5.4,1391.0
27290,tm463140,The Quiet One,MOVIE,,97,2019,0.0,7.1,319.0
27301,tm820249,The Dustwalker,MOVIE,PG-13,92,2020,0.0,3.7,1421.0
27370,tm855077,Best Summer Ever,MOVIE,,72,2020,0.0,5.1,126.0
27389,tm902325,The Big Ugly,MOVIE,R,106,2020,0.0,5.2,5930.0
27467,tm428788,Top End Wedding,MOVIE,,113,2019,0.0,6.3,2024.0
27482,tm446576,Sea of Shadows,MOVIE,PG-13,104,2019,0.0,7.3,668.0
27502,tm831326,Radioflash,MOVIE,,103,2019,0.0,4.9,5403.0
27514,ts190954,Utopia Falls,SHOW,TV-PG,45,2020,1.0,4.9,1820.0
27525,ts89552,"Demon Lord, Retry!",SHOW,TV-14,23,2019,1.0,6.7,774.0
27526,tm686008,Slay the Dragon,MOVIE,PG-13,101,2019,0.0,7.0,429.0
27536,tm463809,Pink Wall,MOVIE,,81,2019,0.0,5.9,522.0
27549,tm1035216,Silo,MOVIE,,76,2019,0.0,5.9,244.0
27559,ts252716,More Than Friends,SHOW,,68,2020,1.0,6.7,351.0
27571,tm458488,Body at Brighton Rock,MOVIE,R,88,2019,0.0,4.8,2219.0
27592,tm447094,Madonna and the Breakfast Club,MOVIE,,105,2019,0.0,6.5,456.0
27594,tm476601,Show Me the Picture: The Story of Jim Marshall,MOVIE,,92,2019,0.0,7.2,137.0
27615,tm833337,5 Years Apart,MOVIE,,96,2019,0.0,5.5,244.0
27616,tm919945,Notturno,MOVIE,,100,2020,0.0,6.6,1102.0
27625,tm449223,Ask Dr. Ruth,MOVIE,,100,2019,0.0,7.7,1010.0
27630,tm990551,Centigrade,MOVIE,,89,2020,0.0,4.3,3837.0
27644,ts220175,Buried Secrets of WWII,SHOW,TV-14,44,2019,1.0,7.5,43.0
27682,tm350997,Out of Blue,MOVIE,,109,2019,0.0,4.8,1891.0
27688,tm824561,The Obituary of Tunde Johnson,MOVIE,,104,2019,0.0,5.7,560.0
27694,tm463409,Autonomy,MOVIE,PG,80,2019,0.0,6.6,122.0
27702,tm465405,The Place of No Words,MOVIE,,95,2019,0.0,5.4,276.0
27721,tm995994,The Ascent,MOVIE,R,103,2020,0.0,4.4,2435.0
27728,tm840381,A Christmas Movie Christmas,MOVIE,G,90,2019,0.0,5.6,1211.0
27744,tm949104,Sister of the Groom,MOVIE,R,92,2020,0.0,4.6,592.0
27770,ts88979,Afterlost,SHOW,,23,2019,1.0,5.2,128.0
27783,tm413562,Spy Cat,MOVIE,PG,84,2019,0.0,5.5,1106.0
27800,tm853690,Dirt Music,MOVIE,PG-13,105,2019,0.0,5.2,750.0
27801,tm469264,The Emoji Story,MOVIE,,81,2020,0.0,5.7,52.0
27811,tm882703,Carrion,MOVIE,,72,2020,0.0,2.9,300.0
27871,tm866795,Swimming for Gold,MOVIE,,91,2020,0.0,5.4,486.0
27888,tm457972,Astro Kid,MOVIE,PG,90,2019,0.0,6.6,1771.0
27895,tm920008,Odd Man Rush,MOVIE,,85,2020,0.0,5.4,318.0
27906,tm885774,Braking for Whales,MOVIE,,103,2019,0.0,4.9,418.0
27919,tm371616,This One's for the Ladies,MOVIE,NC-17,83,2019,0.0,4.9,151.0
27931,tm453601,Daffodils,MOVIE,,93,2019,0.0,5.9,351.0
27944,ts257411,Pikwik Pack,SHOW,TV-Y,12,2020,1.0,8.6,56.0
27953,tm810339,How to Fake a War,MOVIE,,82,2020,0.0,4.4,359.0
27979,ts224886,Listeners,SHOW,TV-14,24,2020,1.0,5.1,125.0
27981,tm876050,Ottolenghi and the Cakes of Versailles,MOVIE,,75,2020,0.0,6.0,134.0
27994,ts88978,Mix: Meisei Story,SHOW,,23,2019,1.0,7.3,61.0
28022,ts90021,My Absolute Boyfriend,SHOW,,34,2019,1.0,7.1,293.0
28047,ts222360,Infinite Dendrogram,SHOW,TV-14,23,2020,1.0,5.9,361.0
28085,tm840039,Margaret Atwood: A Word After a Word After a Word Is Power,MOVIE,,94,2019,0.0,7.6,378.0
28092,tm960317,Nasrin,MOVIE,,92,2020,0.0,8.5,77.0
28108,tm955674,The Jinkx and DeLa Holiday Special,MOVIE,,65,2020,0.0,7.6,405.0
28120,tm547275,The Cat and the Moon,MOVIE,,114,2019,0.0,5.9,457.0
28136,tm449205,The Tomorrow Man,MOVIE,PG-13,94,2019,0.0,5.8,1762.0
28147,tm477689,Life Without Basketball,MOVIE,PG,98,2019,0.0,6.9,26.0
28223,tm827093,VHYes,MOVIE,,72,2020,0.0,5.9,736.0
28248,tm484978,Kindred Spirits,MOVIE,,93,2019,0.0,5.0,906.0
28274,tm872079,Sugar Baby Murder,MOVIE,,90,2020,0.0,4.3,267.0
28285,tm230986,Pretenders,MOVIE,,95,2019,0.0,4.9,548.0
28291,tm824283,The Elfkins,MOVIE,PG,78,2019,0.0,6.0,375.0
28298,tm935938,The Standard,MOVIE,,91,2020,0.0,7.0,85.0
28309,tm429641,Next Level,MOVIE,,95,2019,0.0,3.8,136.0
28323,tm499417,Cunningham,MOVIE,PG,93,2019,0.0,6.5,398.0
28373,tm857468,The Legend of Baron To'a,MOVIE,,103,2020,0.0,6.4,329.0
28410,tm908410,Search and Destroy,MOVIE,,92,2020,0.0,2.8,396.0
28435,ts89563,Cop Craft,SHOW,TV-MA,23,2019,1.0,6.6,402.0
28453,tm946897,Who Is Killing the Cheerleaders?,MOVIE,,86,2020,0.0,5.1,196.0
28472,tm466183,CRSHD,MOVIE,,81,2019,0.0,4.5,356.0
28481,ts233979,Attaway General,SHOW,TV-Y7,13,2020,3.0,1.0,2526.0
28485,tm919338,Naughty Books,MOVIE,,82,2020,0.0,6.1,75.0
28487,tm455480,Superpower Dogs,MOVIE,G,45,2019,0.0,7.7,281.0
28491,tm347723,The Rape of Recy Taylor,MOVIE,,91,2019,0.0,6.4,617.0
28492,tm476606,Who Let the Dogs Out,MOVIE,PG-13,70,2019,0.0,7.3,174.0
28511,tm456155,Sister Aimee,MOVIE,,87,2019,0.0,5.0,206.0
28527,tm810213,Astronaut,MOVIE,PG,98,2019,0.0,5.9,842.0
28528,ts250846,The School That Tried To End Racism,SHOW,,47,2019,1.0,4.7,95.0
28536,tm920871,The Complex: Lockdown,MOVIE,,79,2020,0.0,3.8,304.0
