,id,title,type,age_certification,runtime,release_year,seasons,imdb_score,imdb_votes
28545,ts221303,Stand My Heroes: Piece of Truth,SHOW,,24,2019,1.0,6.9,54.0
28550,tm448765,Jawline,MOVIE,,99,2019,0.0,6.1,535.0
28561,tm471874,Zoo-Head,MOVIE,,80,2019,0.0,3.6,173.0
28575,tm883220,Here Awhile,MOVIE,,83,2019,0.0,5.5,239.0
28594,tm870610,Cheer Squad Secrets,MOVIE,,89,2020,0.0,4.7,189.0
28606,tm811148,2099: The Soldier Protocol,MOVIE,,85,2019,0.0,3.7,501.0
28617,tm464026,Drag Kids,MOVIE,,79,2019,0.0,4.9,222.0
28632,ts88043,Quarter Life Poetry,SHOW,,3,2019,1.0,8.7,42.0
28640,tm832728,A Christmas Crush,MOVIE,,87,2019,0.0,4.5,546.0
28654,tm813396,A Christmas Hero,MOVIE,,85,2020,0.0,4.4,277.0
28661,tm847329,12 Pups of Christmas,MOVIE,PG,90,2019,0.0,4.2,602.0
28670,tm906806,Take Out Girl,MOVIE,,100,2020,0.0,5.4,261.0
28676,tm472192,Good Kisser,MOVIE,,74,2019,0.0,4.3,361.0
28691,tm918415,The Stand: How One Gesture Shook the World,MOVIE,,69,2020,0.0,6.8,15.0
28709,tm472755,Rattlesnakes,MOVIE,,85,2019,0.0,5.5,444.0
28723,tm819532,And We Go Green,MOVIE,,99,2019,0.0,6.8,210.0
28742,tm915483,Born to Play,MOVIE,,92,2020,0.0,6.6,64.0
28749,ts213825,The Bravest Knight,SHOW,TV-Y7,11,2019,1.0,6.3,110.0
28756,tm460633,Deep in Vogue,MOVIE,,61,2019,0.0,6.3,82.0
28772,tm541874,Fly Like a Girl,MOVIE,,84,2019,0.0,7.9,192.0
28773,tm934516,Dear Santa,MOVIE,,82,2020,0.0,6.5,106.0
28778,tm811868,Own the Sky,MOVIE,,90,2019,0.0,7.0,51.0
28851,tm372685,Death on the Nile,MOVIE,PG-13,127,2022,0.0,6.6,18325.0
28901,tm1063435,Pig,MOVIE,R,91,2021,0.0,6.9,63927.0
28971,tm855362,Nightmare Alley,MOVIE,R,150,2021,0.0,7.1,119740.0
29077,tm434720,The King's Man,MOVIE,R,131,2021,0.0,6.4,60394.0
29097,tm1138043,Fresh,MOVIE,R,114,2022,0.0,6.7,36281.0
29152,tm1149859,Deep Water,MOVIE,R,116,2022,0.0,5.4,34465.0
29180,tm833881,Titane,MOVIE,R,108,2021,0.0,6.6,38691.0
29188,tm1125868,The Hating Game,MOVIE,R,102,2021,0.0,6.2,10916.0
29245,tm319299,Benedetta,MOVIE,,131,2021,0.0,6.8,15618.0
29269,tm1034006,Spencer,MOVIE,R,117,2021,0.0,6.7,56835.0
29297,tm983665,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",MOVIE,PG-13,117,2021,0.0,8.0,10178.0
29327,tm1150384,No Exit,MOVIE,R,96,2022,0.0,6.1,17535.0
29337,tm983877,Mass,MOVIE,PG-13,111,2021,0.0,7.6,11171.0
29366,tm989220,Willy's Wonderland,MOVIE,,88,2021,0.0,5.5,26660.0
29418,tm983678,Flee,MOVIE,PG-13,89,2021,0.0,8.0,9964.0
29434,tm1185416,Crush,MOVIE,,92,2022,0.0,6.1,2219.0
29444,tm999841,WeWork: or The Making and Breaking of a $47 Billion Unicorn,MOVIE,,104,2021,0.0,6.6,2813.0
29512,tm577903,Barb and Star Go to Vista Del Mar,MOVIE,PG-13,107,2021,0.0,6.3,16180.0
29550,tm1000070,Bad Luck Banging or Loony Porn,MOVIE,,106,2021,0.0,6.6,6465.0
29595,tm240626,Chaos Walking,MOVIE,PG-13,109,2021,0.0,5.7,43795.0
29629,tm1108506,Last Survivors,MOVIE,,98,2022,0.0,4.6,1234.0
29688,tm983745,Censor,MOVIE,,84,2021,0.0,6.0,13263.0
29712,tm940021,The Beta Test,MOVIE,,93,2021,0.0,6.1,4064.0
29735,tm999994,I'm Your Man,MOVIE,R,108,2021,0.0,7.1,6668.0
29761,tm323106,The Boss Baby: Family Business,MOVIE,PG,107,2021,0.0,5.9,16611.0
29774,tm939095,In the Earth,MOVIE,R,107,2021,0.0,5.2,7453.0
29787,tm1018110,Kurt Vonnegut: Unstuck in Time,MOVIE,,127,2021,0.0,7.9,524.0
29826,tm406724,Boss Level,MOVIE,R,94,2021,0.0,6.8,62596.0
29858,tm1112198,One Shot,MOVIE,,97,2021,0.0,5.6,3677.0
29868,tm999916,The Feast,MOVIE,,93,2021,0.0,5.4,1791.0
29878,tm1124262,American Sicario,MOVIE,R,101,2021,0.0,6.3,10301.0
29898,tm852848,Bergman Island,MOVIE,R,113,2021,0.0,6.7,4951.0
29905,tm1093305,Together,MOVIE,R,92,2021,0.0,6.3,3552.0
29921,tm1129624,Multiverse,MOVIE,R,93,2021,0.0,4.1,407.0
29934,tm1042301,Agnes,MOVIE,,93,2021,0.0,4.0,1014.0
29964,tm1019676,Swan Song,MOVIE,,105,2021,0.0,7.0,1970.0
29993,tm1119600,Small Engine Repair,MOVIE,R,102,2021,0.0,6.5,2937.0
30000,tm845764,Some Kind of Heaven,MOVIE,,83,2021,0.0,7.2,2441.0
30022,tm1075109,The Jesus Music,MOVIE,PG-13,109,2021,0.0,7.0,333.0
30032,tm1043520,Ride the Eagle,MOVIE,,89,2021,0.0,6.4,2171.0
30052,tm845746,Four Good Days,MOVIE,R,100,2021,0.0,6.4,6040.0
30073,tm999993,Gaia,MOVIE,R,97,2021,0.0,5.5,4685.0
30093,tm837025,Spirit Untamed,MOVIE,PG,88,2021,0.0,5.5,3447.0
30105,tm1043055,We Need to Do Something,MOVIE,,97,2021,0.0,4.5,2315.0
30113,tm1041092,Settlers,MOVIE,,103,2021,0.0,4.7,4564.0
30144,tm983789,Together Together,MOVIE,R,90,2021,0.0,6.4,6296.0
30151,tm935124,The Last Rite,MOVIE,,107,2021,0.0,3.5,525.0
30171,tm865153,Die in a Gunfight,MOVIE,R,92,2021,0.0,4.4,2401.0
30195,tm1046972,Vacation Friends,MOVIE,R,103,2021,0.0,6.3,20504.0
30208,tm1000601,Night Raiders,MOVIE,,97,2021,0.0,5.2,683.0
30234,tm1116539,Mother/Android,MOVIE,R,111,2021,0.0,4.8,17575.0
30263,tm991184,Plan B,MOVIE,,107,2021,0.0,6.7,3242.0
30280,tm1038528,Monster Family 2,MOVIE,PG,103,2021,0.0,4.7,597.0
30332,tm845481,The Nowhere Inn,MOVIE,,92,2021,0.0,5.7,1018.0
30364,tm465863,False Positive,MOVIE,R,93,2021,0.0,4.7,5085.0
30367,tm983732,"All Light, Everywhere",MOVIE,,109,2021,0.0,7.0,588.0
30406,tm919867,"Quo Vadis, Aida?",MOVIE,,101,2021,0.0,8.0,31596.0
30420,tm1029463,Trigger Point,MOVIE,,82,2021,0.0,4.9,2257.0
30436,tm1087872,The First Wave,MOVIE,R,94,2021,0.0,7.0,822.0
30505,tm927830,The United States vs. Billie Holiday,MOVIE,R,131,2021,0.0,6.2,12576.0
30514,tm373742,The World to Come,MOVIE,R,105,2021,0.0,6.3,7434.0
30517,ts277352,"McCartney 3,2,1",SHOW,TV-14,29,2021,1.0,8.7,2676.0
30533,tm983639,Mayday,MOVIE,,100,2021,0.0,4.1,1163.0
30535,ts288182,9/11: One Day in America,SHOW,TV-MA,49,2021,1.0,9.3,2823.0
30546,tm1142094,American Siege,MOVIE,R,90,2022,0.0,3.4,1319.0
30569,tm471779,Fear of Rain,MOVIE,PG-13,109,2021,0.0,5.9,7209.0
30578,tm998574,A Glitch in the Matrix,MOVIE,,108,2021,0.0,5.3,1779.0
30579,tm850473,Gunda,MOVIE,G,93,2021,0.0,7.2,2183.0
30599,tm375502,Falling for Figaro,MOVIE,,105,2021,0.0,6.4,1982.0
30627,tm949945,Silk Road,MOVIE,R,112,2021,0.0,5.9,5291.0
30656,tm1023115,Every Breath You Take,MOVIE,R,105,2021,0.0,5.3,4913.0
30668,tm1089391,Hell Hath No Fury,MOVIE,R,94,2021,0.0,5.3,1828.0
30675,tm1062672,India Sweets and Spices,MOVIE,PG-13,101,2021,0.0,5.9,484.0
30700,tm1029522,The Virtuoso,MOVIE,R,105,2021,0.0,4.9,6693.0
30727,tm1076747,Yakuza Princess,MOVIE,R,112,2021,0.0,4.7,1377.0
30748,tm990043,Out of Death,MOVIE,R,95,2021,0.0,3.2,4571.0
30750,ts285048,Sasquatch,SHOW,TV-MA,45,2021,1.0,6.3,1362.0
30772,tm941594,The Night,MOVIE,,105,2021,0.0,5.5,2687.0
30783,tm1172125,OLIVIA RODRIGO: driving home 2 u (a SOUR film),MOVIE,PG-13,76,2022,0.0,7.4,525.0
30794,tm920276,MLK/FBI,MOVIE,PG,104,2021,0.0,7.0,1430.0
30805,tm949731,Fireheart,MOVIE,,92,2022,0.0,6.2,632.0
30833,tm1030046,The Resort,MOVIE,,75,2021,0.0,3.1,2443.0
30843,tm1036659,Italian Studies,MOVIE,,81,2022,0.0,4.8,414.0
30854,tm1137344,Sex Appeal,MOVIE,,90,2022,0.0,5.2,1747.0
30878,tm1066912,Pharma Bro,MOVIE,,85,2021,0.0,5.0,524.0
30891,tm879065,Lantern's Lane,MOVIE,,95,2021,0.0,3.2,461.0
30893,tm888977,Enemies of the State,MOVIE,,103,2021,0.0,6.1,570.0
30899,tm1047388,The Year of the Everlasting Storm,MOVIE,,115,2021,0.0,5.8,206.0
30948,tm918694,Beans,MOVIE,,92,2021,0.0,6.9,663.0
30963,tm919972,Night of the Kings,MOVIE,,90,2021,0.0,6.6,2264.0
31006,tm919911,The Man Who Sold His Skin,MOVIE,PG-13,104,2021,0.0,7.0,5395.0
31017,ts302190,The Big Leap,SHOW,TV-14,44,2021,1.0,7.5,2369.0
31023,tm999825,Charli XCX: Alone Together,MOVIE,PG-13,67,2022,0.0,5.8,270.0
31025,tm881165,Stray,MOVIE,,72,2021,0.0,6.9,1378.0
31053,tm999934,kid 90,MOVIE,PG-13,71,2021,0.0,6.8,2875.0
31074,tm976189,Then Came You,MOVIE,PG-13,94,2021,0.0,6.0,1754.0
31087,tm878904,We Broke Up,MOVIE,,80,2021,0.0,4.9,1070.0
31096,tm996866,Dark Web: Cicada 3301,MOVIE,R,104,2021,0.0,4.9,1720.0
31130,tm548937,American Night,MOVIE,R,123,2021,0.0,5.4,2866.0
31143,ts274203,Insânia,SHOW,,35,2021,1.0,4.6,239.0
31155,tm851176,High Ground,MOVIE,,104,2021,0.0,6.5,1886.0
31158,tm990852,Captains of Za'atari,MOVIE,,73,2021,0.0,7.1,84.0
31181,tm825563,Stars Fell on Alabama,MOVIE,PG-13,103,2021,0.0,5.5,801.0
31195,tm1034994,Moby Doc,MOVIE,,92,2021,0.0,7.1,881.0
31211,tm1028041,Stop and Go,MOVIE,,80,2021,0.0,6.0,387.0
31224,tm1029799,Edge of the World,MOVIE,PG-13,104,2021,0.0,5.2,1911.0
31238,tm1040227,Rogue Hostage,MOVIE,,94,2021,0.0,3.3,2058.0
31268,tm1129610,Dead Asleep,MOVIE,,86,2021,0.0,5.7,408.0
31301,tm1001912,Trust,MOVIE,,94,2021,0.0,5.3,1705.0
31302,tm1037013,The Loneliest Whale: The Search for 52,MOVIE,PG,96,2021,0.0,6.6,290.0
31314,tm1069278,Crime Story,MOVIE,R,98,2021,0.0,3.7,595.0
31328,tm1043790,Let Us In,MOVIE,,84,2021,0.0,4.2,526.0
31342,tm1058043,Ted Bundy: American Boogeyman,MOVIE,,110,2021,0.0,3.7,991.0
31343,tm1082861,Oscar Peterson: Black + White,MOVIE,PG,81,2021,0.0,7.3,96.0
31357,tm976923,Born a Champion,MOVIE,R,111,2021,0.0,6.8,3686.0
31375,tm1073705,Playing God,MOVIE,,96,2021,0.0,5.3,780.0
31391,tm939986,The Estate,MOVIE,R,85,2021,0.0,4.6,320.0
31398,tm1042526,Death in Texas,MOVIE,,102,2021,0.0,5.6,555.0
31453,tm985594,Dr. Bird's Advice for Sad Poets,MOVIE,R,109,2021,0.0,6.0,667.0
31462,tm974862,The Meaning of Hitler,MOVIE,,92,2021,0.0,6.2,274.0
31475,tm997957,Safer at Home,MOVIE,R,82,2021,0.0,4.0,3509.0
31480,tm1065189,BLACKPINK: The Movie,MOVIE,PG,99,2021,0.0,6.9,1009.0
31499,tm983701,Ailey,MOVIE,PG-13,94,2021,0.0,6.9,212.0
31516,tm983721,First Date,MOVIE,,103,2021,0.0,5.3,588.0
31525,tm996448,The Right One,MOVIE,R,95,2021,0.0,5.1,484.0
31534,tm1063319,Snakehead,MOVIE,,89,2021,0.0,5.1,702.0
31549,tm899139,The Ogglies,MOVIE,PG,85,2021,0.0,5.1,227.0
31554,ts286374,Greta Thunberg: A Year to Change the World,SHOW,TV-PG,58,2021,1.0,4.8,556.0
31565,tm1022761,Dreamcatcher,MOVIE,,108,2021,0.0,2.5,700.0
31572,tm1040729,Feral State,MOVIE,R,78,2021,0.0,6.3,2658.0
31583,tm1137644,Harmony From The Heart,MOVIE,G,85,2022,0.0,6.3,311.0
31601,tm949869,Phobias,MOVIE,R,85,2021,0.0,3.6,945.0
31611,tm1075642,You Can't Kill Meme,MOVIE,,78,2021,0.0,3.7,94.0
31624,tm370934,The Dunes,MOVIE,,84,2021,0.0,4.1,104.0
31627,tm1076731,Homeroom,MOVIE,,90,2021,0.0,5.4,245.0
31661,tm934352,Monuments,MOVIE,,94,2021,0.0,4.4,175.0
31688,tm983969,The Ultimate Playlist of Noise,MOVIE,,99,2021,0.0,6.6,913.0
31702,tm1108139,Sanak,MOVIE,,117,2021,0.0,6.7,8904.0
31703,tm896043,Jacinta,MOVIE,,105,2021,0.0,7.4,300.0
31704,tm1042413,Her Name Is Chef,MOVIE,,99,2021,0.0,5.6,42.0
31715,ts230778,A3,SHOW,,77,2021,1.0,8.6,7.0
31731,tm975258,Felix and the Treasure of Morgäa,MOVIE,PG,85,2021,0.0,5.5,332.0
31748,tm879030,Cupid for Christmas,MOVIE,PG,87,2021,0.0,5.5,150.0
31766,tm1066925,Venus as a Boy,MOVIE,R,104,2021,0.0,3.9,147.0
31772,ts322832,Ronningmaen: Ttwineun Nom Wie Noneun Nom,SHOW,,40,2021,1.0,7.4,14.0
31784,tm918576,The Ape Star,MOVIE,PG,75,2021,0.0,6.1,99.0
31787,ts290117,Nine Films About Technology,SHOW,TV-MA,11,2021,1.0,7.3,182.0
31801,tm1111028,Madagascar: A Little Wild Holiday Goose Chase,MOVIE,G,24,2021,0.0,4.8,41.0
31802,ts635,Comedy Central Presents,SHOW,TV-14,24,1998,15.0,8.0,1141.0
31803,ts1770,Digimon Adventure 02,SHOW,TV-G,21,2000,2.0,7.4,1650.0
31804,ts15069,The FBI Files,SHOW,TV-PG,50,1998,7.0,7.9,1145.0
31805,ts51570,The New Detectives,SHOW,TV-PG,52,1996,9.0,7.8,562.0
31806,ts1574,The First 48,SHOW,TV-14,44,2004,21.0,8.2,3597.0
31807,ts24065,Hoarders,SHOW,TV-14,51,2009,13.0,6.5,3053.0
31808,ts15745,Bad Girls Club,SHOW,TV-14,40,2006,17.0,4.7,2727.0
31809,ts241772,Wife Swap,SHOW,TV-14,42,2004,9.0,4.5,1870.0
31810,ts15210,Deadly Women,SHOW,TV-14,44,2005,14.0,7.9,1797.0
31811,ts35706,Celebrity Love Island,SHOW,,48,2005,2.0,2.3,138.0
31812,ts22252,Unusual Suspects,SHOW,TV-14,43,2010,9.0,7.6,896.0
31813,ts8365,"Drugs, Inc.",SHOW,TV-14,46,2010,9.0,7.8,1376.0
31815,ts40126,Missing,SHOW,,39,2010,1.0,7.4,133.0
31816,ts18979,Daisy of Love,SHOW,TV-14,44,2009,1.0,4.4,516.0
31817,ts56589,Tayo the Little Bus,SHOW,TV-Y,11,2010,6.0,5.2,156.0
31818,ts83895,Full Metal Panic! The Second Raid,SHOW,TV-14,23,2005,2.0,7.7,5431.0
31819,ts24184,Nostradamus Effect,SHOW,,44,2009,1.0,5.0,209.0
31820,ts5961,College Hill,SHOW,TV-14,22,2004,6.0,5.0,138.0
31821,ts60269,NASA 360,SHOW,,24,2010,2.0,7.6,7.0
31822,ts52282,La Diosa Coronada,SHOW,,41,2010,1.0,7.5,25.0
31823,tm102863,Fafner in the Azure: Dead Aggressor - Heaven and Earth,MOVIE,,95,2010,0.0,6.4,69.0
31824,ts18557,Baldwin Hills,SHOW,TV-14,21,2007,3.0,4.3,150.0
31825,ts6179,Celebrity Wife Swap,SHOW,TV-PG,43,2012,4.0,4.3,543.0
31826,ts26847,Up to Speed,SHOW,TV-14,26,2012,1.0,6.4,146.0
31827,ts191698,Little Baby Bum,SHOW,TV-Y,5,2011,4.0,6.4,94.0
31828,ts945,Basketball Wives LA,SHOW,TV-14,42,2011,6.0,3.9,331.0
31829,ts17103,Battleground,SHOW,,26,2012,1.0,9.5,12.0
31830,ts10230,Dead Boss,SHOW,TV-14,32,2012,1.0,6.4,600.0
31831,ts98053,The Bomber,SHOW,,50,2012,1.0,8.8,16.0
31833,ts138829,PoliticKING with Larry King,SHOW,TV-14,26,2012,5.0,5.3,39.0
31834,ts170415,Chiquis 'n Control,SHOW,TV-PG,42,2012,1.0,8.5,19.0
31835,ts20891,Naked and Afraid,SHOW,TV-14,48,2013,14.0,6.5,4036.0
31836,ts56313,Pokémon the Series: XY,SHOW,TV-Y7,21,2013,3.0,7.5,41528.0
31837,ts32253,The Killer Speaks,SHOW,TV-14,43,2013,2.0,7.4,303.0
31838,ts36731,Little Women: LA,SHOW,TV-14,41,2014,8.0,5.6,722.0
31839,ts55634,Obsession: Dark Desires,SHOW,TV-14,44,2014,5.0,7.3,475.0
31840,ts43901,Acapulco Shore,SHOW,TV-MA,48,2014,9.0,2.9,138.0
31841,ts35453,Wander Over Yonder,SHOW,TV-Y7,18,2013,2.0,7.2,4199.0
31842,ts20271,Love & Hip Hop Hollywood,SHOW,TV-14,41,2014,6.0,4.9,396.0
31843,ts521,Black Ink Crew New York,SHOW,TV-14,41,2013,9.0,4.6,459.0
31844,ts34215,Married to Medicine,SHOW,TV-14,43,2013,8.0,5.3,364.0
31845,ts32187,Quick Draw,SHOW,TV-14,23,2013,2.0,7.7,1467.0
31846,ts159161,The Comeback Kids,SHOW,,7,2014,1.0,7.4,22.0
31847,ts156426,The Apartment,SHOW,TV-14,41,2013,6.0,4.4,125.0
31848,ts143671,Tom Kerridge's Best Ever Dishes,SHOW,,29,2014,1.0,7.3,10.0
31850,ts133860,With All Due Respect,SHOW,,35,2014,1.0,8.4,19.0
31852,ts37143,Alone,SHOW,TV-MA,48,2015,8.0,8.4,4622.0
31853,ts80756,Alice in Paris,SHOW,TV-G,5,2016,2.0,8.7,179.0
31854,ts53041,The 1980s: The Deadliest Decade,SHOW,,42,2016,2.0,8.0,177.0
31855,ts35788,Major Lazer,SHOW,TV-MA,12,2015,1.0,7.5,834.0
31856,ts38747,"Underworld, Inc.",SHOW,TV-14,43,2015,2.0,6.9,201.0
31857,ts37139,Seven Year Switch,SHOW,TV-14,49,2015,3.0,4.8,20.0
31858,ts43487,Sky Wizards Academy,SHOW,TV-PG,24,2015,1.0,6.6,427.0
31859,ts79788,The Riveras,SHOW,TV-PG,43,2016,4.0,7.7,34.0
31862,ts80757,Home to Win,SHOW,,46,2016,4.0,5.4,18.0
31863,ts113169,Boonie Bears: Spring Into Action,SHOW,,13,2015,1.0,6.8,10.0
31864,ts130271,Hello World!,SHOW,TV-PG,21,2016,1.0,7.5,11.0
31865,ts98276,Rosaline,SHOW,TV-Y7,4,2016,1.0,7.4,9.0
31866,ts115839,The Insider: Reggie Yates,SHOW,,52,2016,2.0,7.1,42.0
31868,ts76019,Worst to First,SHOW,,44,2017,2.0,7.1,44.0
31869,ts93910,Hitler's Last Stand,SHOW,TV-14,43,2018,3.0,6.3,150.0
31871,ts104963,Struggle Meals,SHOW,TV-G,22,2018,7.0,8.7,64.0
31872,ts215643,Killer in Plain Sight,SHOW,TV-14,21,2018,1.0,7.5,47.0
31873,ts95880,The Baker Sisters,SHOW,,22,2017,1.0,8.7,7.0
31874,ts116119,Monchhichi Tribe,SHOW,,11,2017,2.0,6.5,38.0
31875,ts56365,Blue Exorcist: Kyoto Saga,SHOW,TV-14,24,2017,1.0,7.4,2342.0
31876,ts122150,Murder on the Internet,SHOW,,43,2017,1.0,6.5,47.0
31877,ts118072,My Sordid Affair,SHOW,,42,2017,1.0,6.6,36.0
31878,ts278613,Basic Versus Baller: Travel at Any Cost,SHOW,,21,2018,1.0,7.4,24.0
31879,ts75228,Black Love,SHOW,TV-14,40,2017,5.0,6.1,386.0
31881,tm514658,Saving Atlantis,MOVIE,,90,2018,0.0,8.4,14.0
31883,ts234113,Tasty's Making It Big,SHOW,,14,2018,1.0,7.3,12.0
31885,ts84080,Absolutely Ascot,SHOW,,44,2018,2.0,5.3,8.0
31886,ts107993,Born Behind Bars,SHOW,TV-14,42,2017,1.0,8.4,44.0
31887,ts111621,Psychotown,SHOW,,3,2018,2.0,7.4,32.0
31889,ts107359,pocket.watch Ryan Toys Review Ultimate mishmash,SHOW,TV-G,22,2018,1.0,3.1,19.0
31890,ts76538,Larrymania,SHOW,,43,2017,1.0,5.9,9.0
31893,ts117500,"Bad Habits, Holy Orders",SHOW,,45,2017,1.0,6.9,67.0
31896,ts75556,Dress to Impress,SHOW,,45,2017,1.0,6.0,26.0
31897,ts109518,La Culpa Es De Cortés,SHOW,,52,2017,1.0,6.8,6.0
31898,ts256020,Weakest Link,SHOW,,43,2020,2.0,6.9,468.0
31899,ts312195,The Devil You Know,SHOW,TV-MA,43,2019,2.0,7.0,681.0
31900,ts269696,Killer Cases,SHOW,TV-14,43,2020,2.0,7.4,97.0
31901,ts213527,Monsterland,SHOW,TV-MA,50,2020,1.0,5.6,2712.0
31902,ts236729,Accused: Guilty or Innocent?,SHOW,TV-14,46,2020,2.0,8.2,225.0
31904,ts232913,Alone: The Beast,SHOW,TV-PG,42,2020,1.0,5.6,186.0
31905,ts286241,Madagascar: A Little Wild,SHOW,TV-Y,23,2020,7.0,5.6,195.0
31908,ts284726,Trolls: TrollsTopia,SHOW,TV-Y7,24,2020,6.0,7.3,115.0
31909,ts256200,City So Real,SHOW,,67,2020,1.0,7.6,276.0
31910,ts222447,Taken at Birth,SHOW,TV-14,44,2019,1.0,8.3,192.0
31911,ts100344,Marrying Millions,SHOW,TV-14,41,2019,2.0,5.0,187.0
31912,ts222807,Kings of Pain,SHOW,TV-14,39,2019,1.0,6.7,407.0
31913,ts226434,60 Days In: Narcoland,SHOW,TV-14,43,2019,1.0,6.2,74.0
31914,tm461589,Into the Dark: I'm Just F*cking With You,MOVIE,,81,2019,0.0,5.6,724.0
31915,ts87548,Many Sides of Jane,SHOW,TV-14,43,2019,1.0,5.7,186.0
31916,ts269810,Narco Wars,SHOW,TV-14,44,2020,2.0,8.6,203.0
31917,ts229426,Rurangi,SHOW,,20,2020,1.0,7.3,74.0
31918,ts89258,Lost Gold of World War II,SHOW,TV-PG,40,2019,2.0,6.4,383.0
31919,ts190558,Kids Behind Bars: Life or Parole,SHOW,TV-14,43,2019,2.0,6.8,133.0
31920,ts111087,No Man's Land,SHOW,,47,2020,1.0,7.8,3075.0
31921,ts226757,My Little Pony: Pony Life,SHOW,TV-Y7,11,2020,2.0,4.8,434.0
31923,ts87932,The First 48 Presents: Homicide Squad Atlanta,SHOW,TV-14,43,2019,1.0,8.2,263.0
31924,ts189436,Big Food Bucket List,SHOW,,24,2019,2.0,7.7,14.0
31925,ts216501,Drag SOS,SHOW,,47,2019,1.0,8.1,123.0
31926,tm864744,Maybe This Year,MOVIE,,83,2019,0.0,8.5,51.0
31928,tm949632,The Marijuana Conspiracy,MOVIE,,124,2020,0.0,5.6,168.0
31929,ts81010,The Weekly,SHOW,TV-MA,36,2019,1.0,6.7,298.0
31930,ts219536,Phantasy Star Online 2: Episode Oracle,SHOW,,24,2019,1.0,5.9,17.0
31931,ts100341,Cheerleader Generation,SHOW,TV-PG,41,2019,1.0,7.2,52.0
31932,ts252133,Inside Missguided: Made In Manchester,SHOW,,46,2020,1.0,6.2,8.0
31933,ts88988,RobiHachi,SHOW,,24,2019,1.0,5.8,104.0
31934,ts237123,Drug Lords: The Next Generation,SHOW,,43,2020,1.0,8.1,33.0
31935,tm959511,Cheer Camp Killer,MOVIE,,87,2020,0.0,4.8,214.0
31936,ts251004,America: Our Defining Hours,SHOW,TV-14,84,2020,1.0,6.5,15.0
31938,ts230784,Salvage Kings,SHOW,,46,2019,2.0,8.2,68.0
31939,ts228189,Junior Chef Showdown,SHOW,,44,2020,1.0,7.8,15.0
31940,tm502237,London Mitchell's Christmas,MOVIE,,90,2019,0.0,6.4,41.0
31941,ts232556,Two Pink Doors,SHOW,,3,2019,1.0,6.3,65.0
31942,ts220364,Baking It Easy,SHOW,,22,2019,1.0,7.1,15.0
31943,ts265376,Bride & Prejudice: Forbidden Love,SHOW,TV-14,42,2020,1.0,3.7,7.0
31945,ts289343,Daytime Noir,SHOW,,2,2019,1.0,6.5,26.0
31947,ts219127,Activate: The Global Citizen Movement,SHOW,TV-MA,43,2019,1.0,5.1,31.0
31950,ts306133,Superstar,SHOW,,41,2021,1.0,7.3,43.0
31951,ts308565,Judge Steve Harvey,SHOW,,44,2022,1.0,5.0,247.0
31952,ts285272,Rock Solid Builds,SHOW,,44,2021,2.0,9.5,50.0
31953,ts318710,Joe Millionaire: For Richer or Poorer,SHOW,,47,2022,1.0,6.4,158.0
31954,ts260008,Married at First Sight: Unmatchables,SHOW,TV-14,42,2021,1.0,5.3,38.0
31956,ts287626,Dark Side of Football,SHOW,TV-14,44,2021,1.0,5.9,80.0
31958,ts288408,Mike Tyson: The Knockout,SHOW,TV-PG,85,2021,1.0,7.9,256.0
31959,ts320788,Let the World See,SHOW,,33,2022,1.0,8.7,119.0
31960,tm1133268,The Housewife & the Shah Shocker,MOVIE,,48,2021,0.0,4.7,41.0
31961,ts232617,Black Death,SHOW,,5,2021,1.0,7.3,10.0
31962,ts273453,Soul of a Nation,SHOW,TV-PG,41,2021,1.0,4.9,193.0
31963,tm813666,Rising Wolf,MOVIE,,102,2021,0.0,3.5,691.0
31966,ts318346,Peckham's Finest,SHOW,,33,2021,1.0,5.4,12.0
31967,ts276887,Swan Boy,SHOW,,4,2021,1.0,8.4,7.0
31968,ts330888,Roman to the Rescue,SHOW,,24,2021,1.0,7.0,12.0
